Country,City,HijriYear,HijriMonth,HijriMonthName,GregorianStartDate,GregorianYear,Authority,Method,SourceURL,ConfidenceScore,Notes,RecordId
Jordan,Amman,1427,6,Jumada al-Akhirah,,,,,,,,ad6627dbbdee1cb6
Jordan,Amman,1427,7,Rajab,,,,,,,,558b2b4855f976e0
Jordan,Amman,1427,8,Shaban,,,,,,,,e023aeb4a87b773a
Jordan,Amman,1427,9,Ramadan,,,,,,,,d53555de8698199a
Jordan,Amman,1427,10,Shawwal,,,,,,,,2aa38f4ca9111e2f
Jordan,Amman,1427,11,Dhu al-Qadah,,,,,,,,2cc2f255681e52bb
Jordan,Amman,1427,12,Dhu al-Hijjah,,,,,,,,eae3560b506f4db4
Jordan,Amman,1428,1,Muharram,,,,,,,,49e7e59b3879e117
Jordan,Amman,1428,2,Safar,,,,,,,,a047e5bc200b26f9
Jordan,Amman,1428,3,Rabi al-Awwal,,,,,,,,55fb31fa11d4bbff
Jordan,Amman,1428,4,Rabi al-Thani,,,,,,,,0356e09d4216a708
Jordan,Amman,1428,5,Jumada al-Ula,,,,,,,,fd3acdc2abd05f46
Jordan,Amman,1428,6,Jumada al-Akhirah,,,,,,,,07d546f50bc83173
Jordan,Amman,1428,7,Rajab,,,,,,,,d96bcde8c61cc259
Jordan,Amman,1428,8,Shaban,,,,,,,,96203b6afbc08698
Jordan,Amman,1428,9,Ramadan,,,,,,,,b1f24bbb3e673040
Jordan,Amman,1428,10,Shawwal,,,,,,,,f7f169dfceea0b39
Jordan,Amman,1428,11,Dhu al-Qadah,,,,,,,,3b71c7c1cd6b999e
Jordan,Amman,1428,12,Dhu al-Hijjah,,,,,,,,05dfbb259ec8a122
Jordan,Amman,1429,1,Muharram,,,,,,,,03c71c925522e02d
Jordan,Amman,1429,2,Safar,,,,,,,,1c8cf57caef61337
Jordan,Amman,1429,3,Rabi al-Awwal,,,,,,,,0fc7c981d893929f
Jordan,Amman,1429,4,Rabi al-Thani,,,,,,,,f9a93d0a65357448
Jordan,Amman,1429,5,Jumada al-Ula,,,,,,,,e860bcc1266a14c1
Jordan,Amman,1429,6,Jumada al-Akhirah,,,,,,,,62a866d23839378b
Jordan,Amman,1429,7,Rajab,,,,,,,,edb52ae15304645d
Jordan,Amman,1429,8,Shaban,,,,,,,,b15bcd795382c325
Jordan,Amman,1429,9,Ramadan,,,,,,,,e219a0e17ac622bf
Jordan,Amman,1429,10,Shawwal,,,,,,,,c5ccf114d5e122af
Jordan,Amman,1429,11,Dhu al-Qadah,,,,,,,,13c70096b0d0e360
Jordan,Amman,1429,12,Dhu al-Hijjah,,,,,,,,a3212c6d5e68ef4d
Jordan,Amman,1430,1,Muharram,,,,,,,,b59e47911c0fd363
Jordan,Amman,1430,2,Safar,2009-01-28,2009,,SightingConfirmed,https://www.moonsighting.com,0.6,moonsighting.com: Seen,d74f7cad991136a2
Jordan,Amman,1430,3,Rabi al-Awwal,,,,,,,,811855f2493b6462
Jordan,Amman,1430,4,Rabi al-Thani,,,,,,,,8854aa577859228c
Jordan,Amman,1430,5,Jumada al-Ula,,,,,,,,d603252d1a5c3fe5
Jordan,Amman,1430,6,Jumada al-Akhirah,2009-05-26,2009,,SightingConfirmed,https://www.moonsighting.com,0.6,moonsighting.com: Seen,e33acd691848f8e3
Jordan,Amman,1430,7,Rajab,2009-06-25,2009,,SightingConfirmed,https://www.moonsighting.com,0.6,moonsighting.com: Seen,5d3a022ab10a825d
Jordan,Amman,1430,8,Shaban,,,,SightingConfirmed,,0.9,reference: Seen (no date),3bb7b0bb405d27c4
Jordan,Amman,1430,9,Ramadan,2009-08-22,2009,,SightingConfirmed,https://www.moonsighting.com,0.8,moonsighting.com: 30 days completed,854fe2e239326eb0
Jordan,Amman,1430,10,Shawwal,2009-09-20,2009,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,e9095d53b6a5c429
Jordan,Amman,1430,11,Dhu al-Qadah,,,,,,,,5cd562c1d736dcfd
Jordan,Amman,1430,12,Dhu al-Hijjah,2009-11-27,2009,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Following Saudi,e15e5cb1e7503ec9
Jordan,Amman,1431,1,Muharram,,,,,,,,040dab6f8158f856
Jordan,Amman,1431,2,Safar,,,,,,,,eb09c7f29c23f503
Jordan,Amman,1431,3,Rabi al-Awwal,,,,,,,,12b882b92e7ec2f8
Jordan,Amman,1431,4,Rabi al-Thani,,,,,,,,058e149d76a86695
Jordan,Amman,1431,5,Jumada al-Ula,,,,,,,,492cc39a34a4ddc3
Jordan,Amman,1431,6,Jumada al-Akhirah,,,,,,,,7af74cc32dea79b3
Jordan,Amman,1431,7,Rajab,,,,,,,,8458ea214c3de36a
Jordan,Amman,1431,8,Shaban,,,,,,,,73d22d36631dad5c
Jordan,Amman,1431,9,Ramadan,2010-08-11,2010,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,e5d8c1b21cb76122
Jordan,Amman,1431,10,Shawwal,2010-09-10,2010,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,1a541c43e4a18793
Jordan,Amman,1431,11,Dhu al-Qadah,,,,,,,,d18d0260d65f689e
Jordan,Amman,1431,12,Dhu al-Hijjah,2010-11-16,2010,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Following Saudi,e5bdec13d09244ff
Jordan,Amman,1432,1,Muharram,,,,,,,,d8ea42382b83bd3a
Jordan,Amman,1432,2,Safar,,,,,,,,5391f95081b261fb
Jordan,Amman,1432,3,Rabi al-Awwal,,,,,,,,559d0e55656a2eec
Jordan,Amman,1432,4,Rabi al-Thani,,,,,,,,e3605b3ec5b45a55
Jordan,Amman,1432,5,Jumada al-Ula,,,,,,,,4369ec7271bbeab6
Jordan,Amman,1432,6,Jumada al-Akhirah,,,,,,,,1be6f700906dcabe
Jordan,Amman,1432,7,Rajab,,,,,,,,a3a626dfc74896a4
Jordan,Amman,1432,8,Shaban,,,,,,,,8eeaebb27a99193d
Jordan,Amman,1432,9,Ramadan,2011-08-01,2011,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,f686513821cf609c
Jordan,Amman,1432,10,Shawwal,2011-08-30,2011,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,55ce33405e002860
Jordan,Amman,1432,11,Dhu al-Qadah,,,,,,,,12062a932c43b7dd
Jordan,Amman,1432,12,Dhu al-Hijjah,2011-11-06,2011,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,87b83fe340654989
Jordan,Amman,1433,1,Muharram,,,,,,,,062b1fa58e22b6b4
Jordan,Amman,1433,2,Safar,,,,,,,,4315331f9f51b756
Jordan,Amman,1433,3,Rabi al-Awwal,,,,,,,,a09a16c892b6ec51
Jordan,Amman,1433,4,Rabi al-Thani,,,,,,,,36ffd440df0a6348
Jordan,Amman,1433,5,Jumada al-Ula,,,,,,,,2fb41266a8f7303c
Jordan,Amman,1433,6,Jumada al-Akhirah,,,,,,,,a1b5e7427542ef24
Jordan,Amman,1433,7,Rajab,,,,,,,,52a1a06d618c11e0
Jordan,Amman,1433,8,Shaban,,,,,,,,51662a9f05c25d33
Jordan,Amman,1433,9,Ramadan,2012-07-20,2012,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,4999ea7f38f6ad8b
Jordan,Amman,1433,10,Shawwal,2012-08-19,2012,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,8869ca211d9c8226
Jordan,Amman,1433,11,Dhu al-Qadah,,,,,,,,0cbaeadc1d85be66
Jordan,Amman,1433,12,Dhu al-Hijjah,2012-10-26,2012,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,6f3cbb12e9319f8e
Jordan,Amman,1434,1,Muharram,,,,,,,,6f4ee0f8e60e7b4a
Jordan,Amman,1434,2,Safar,,,,,,,,684e70b35cbeaec3
Jordan,Amman,1434,3,Rabi al-Awwal,,,,,,,,97d56cd0f119db67
Jordan,Amman,1434,4,Rabi al-Thani,,,,,,,,2dab13734ddde5f0
Jordan,Amman,1434,5,Jumada al-Ula,,,,,,,,85d0b3b0a8c54a6d
Jordan,Amman,1434,6,Jumada al-Akhirah,,,,,,,,8a0b370500369247
Jordan,Amman,1434,7,Rajab,,,,,,,,8635eabc09394655
Jordan,Amman,1434,8,Shaban,,,,,,,,be7acb1a2db73a0f
Jordan,Amman,1434,9,Ramadan,2013-07-10,2013,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,673930716dd140f0
Jordan,Amman,1434,10,Shawwal,2013-08-08,2013,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,5549ae9d70a0425e
Jordan,Amman,1434,11,Dhu al-Qadah,,,,,,,,35af3b64f117bc7f
Jordan,Amman,1434,12,Dhu al-Hijjah,2013-10-15,2013,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,e400bb7d999fde72
Jordan,Amman,1435,1,Muharram,,,,,,,,2be897ad863af7fd
Jordan,Amman,1435,2,Safar,,,,,,,,1da990ac73ab4489
Jordan,Amman,1435,3,Rabi al-Awwal,,,,,,,,564b3ea41dd26b43
Jordan,Amman,1435,4,Rabi al-Thani,,,,,,,,d329483da3661732
Jordan,Amman,1435,5,Jumada al-Ula,,,,,,,,be1658a40d57591f
Jordan,Amman,1435,6,Jumada al-Akhirah,,,,,,,,03127748dd6a417d
Jordan,Amman,1435,7,Rajab,,,,,,,,07d5ac8c11ad6b7e
Jordan,Amman,1435,8,Shaban,,,,,,,,ae5a1c21916bd1c1
Jordan,Amman,1435,9,Ramadan,2014-06-29,2014,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,a2ce4f7e8009ca61
Jordan,Amman,1435,10,Shawwal,2014-07-28,2014,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,609e5c06baee53c2
Jordan,Amman,1435,11,Dhu al-Qadah,,,,,,,,62f751e3fc9fc5aa
Jordan,Amman,1435,12,Dhu al-Hijjah,2014-10-04,2014,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,3d8e91cd41184feb
Jordan,Amman,1436,1,Muharram,2014-10-25,2014,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,0874eb5961b158c3
Jordan,Amman,1436,2,Safar,,,,,,,,46e60c91f46d2717
Jordan,Amman,1436,3,Rabi al-Awwal,,,,,,,,53ba86686d5e832c
Jordan,Amman,1436,4,Rabi al-Thani,,,,,,,,9468afd50353e359
Jordan,Amman,1436,5,Jumada al-Ula,,,,,,,,275dd700b9acc1f7
Jordan,Amman,1436,6,Jumada al-Akhirah,,,,,,,,e625aafec823e310
Jordan,Amman,1436,7,Rajab,,,,,,,,16ea00afc42ade0e
Jordan,Amman,1436,8,Shaban,,,,SightingConfirmed,,0.9,reference: Seen (no date),1916c29ee4057b9e
Jordan,Amman,1436,9,Ramadan,,,,,,,,1ed1779d8295ca0a
Jordan,Amman,1436,10,Shawwal,,,,,,,,0028a5ba843d83e9
Jordan,Amman,1436,11,Dhu al-Qadah,,,,,,,,0f58038934fda60a
Jordan,Amman,1436,12,Dhu al-Hijjah,,,,,,,,e876e6a3e226e058
Jordan,Amman,1437,1,Muharram,,,,,,,,5d7cb01d8738e55f
Jordan,Amman,1437,2,Safar,,,,,,,,df122be382f438d8
Jordan,Amman,1437,3,Rabi al-Awwal,,,,,,,,046301b1a97e0dc1
Jordan,Amman,1437,4,Rabi al-Thani,,,,,,,,2d89a46d7a60069d
Jordan,Amman,1437,5,Jumada al-Ula,,,,,,,,92e725f74d9f2172
Jordan,Amman,1437,6,Jumada al-Akhirah,,,,,,,,0c8709de33bc2ef4
Jordan,Amman,1437,7,Rajab,,,,,,,,7a773128245dbba3
Jordan,Amman,1437,8,Shaban,,,,,,,,48fc266683cb609b
Jordan,Amman,1437,9,Ramadan,,,,,,,,1ddfcf55087c0769
Jordan,Amman,1437,10,Shawwal,,,,,,,,24b8c160dfe5f9cd
Jordan,Amman,1437,11,Dhu al-Qadah,,,,,,,,b32f2563936f2b52
Jordan,Amman,1437,12,Dhu al-Hijjah,,,,,,,,1d8d5490b959f5cb
Jordan,Amman,1438,1,Muharram,,,,,,,,866a90723241d70f
Jordan,Amman,1438,2,Safar,,,,,,,,824a9346ffded221
Jordan,Amman,1438,3,Rabi al-Awwal,,,,,,,,fb2d9133e7eaedda
Jordan,Amman,1438,4,Rabi al-Thani,,,,,,,,7b7d46630f473e49
Jordan,Amman,1438,5,Jumada al-Ula,,,,,,,,8ec3792dec96fb0b
Jordan,Amman,1438,6,Jumada al-Akhirah,,,,,,,,236d7e3ddb44f2ee
Jordan,Amman,1438,7,Rajab,,,,,,,,e011bfd28245ae38
Jordan,Amman,1438,8,Shaban,,,,,,,,520b64caa86f40dc
Jordan,Amman,1438,9,Ramadan,2017-05-27,2017,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,fe4141ba457a4661
Jordan,Amman,1438,10,Shawwal,2017-06-25,2017,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,14b455f46ae08d0e
Jordan,Amman,1438,11,Dhu al-Qadah,,,,,,,,4d598c8052b30910
Jordan,Amman,1438,12,Dhu al-Hijjah,2017-09-01,2017,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,84f0c97d2f6aaa40
Jordan,Amman,1439,1,Muharram,,,,,,,,77e998c7d92d0366
Jordan,Amman,1439,2,Safar,,,,,,,,b332161ced825f3a
Jordan,Amman,1439,3,Rabi al-Awwal,,,,,,,,8e29e00cd565cf51
Jordan,Amman,1439,4,Rabi al-Thani,,,,,,,,ceeaf91a37a9eb2a
Jordan,Amman,1439,5,Jumada al-Ula,,,,,,,,96b208ad4f125d5a
Jordan,Amman,1439,6,Jumada al-Akhirah,,,,,,,,23ef3205912fa420
Jordan,Amman,1439,7,Rajab,,,,,,,,3b4a8b072ad54cfd
Jordan,Amman,1439,8,Shaban,,,,,,,,ee0434bc072e2052
Jordan,Amman,1439,9,Ramadan,2018-05-17,2018,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,f3bd743cfbfce4aa
Jordan,Amman,1439,10,Shawwal,,,,,,,,95c4fd324f474c39
Jordan,Amman,1439,11,Dhu al-Qadah,,,,,,,,53352384a6e136e6
Jordan,Amman,1439,12,Dhu al-Hijjah,,,,,,,,22e88278b677b2c8
Jordan,Amman,1440,1,Muharram,,,,,,,,a35091d1a9508626
Jordan,Amman,1440,2,Safar,,,,,,,,ed19fc1e2b50c91a
Jordan,Amman,1440,3,Rabi al-Awwal,,,,,,,,315ce78ccf151607
Jordan,Amman,1440,4,Rabi al-Thani,,,,,,,,d1fa44d784789e07
Jordan,Amman,1440,5,Jumada al-Ula,,,,,,,,0eec7f82a7adc5b3
Jordan,Amman,1440,6,Jumada al-Akhirah,,,,,,,,3a2c83355efec3c9
Jordan,Amman,1440,7,Rajab,,,,,,,,ed365615f000382a
Jordan,Amman,1440,8,Shaban,,,,,,,,574f35f786e9bb10
Jordan,Amman,1440,9,Ramadan,,,,,,,,15373e081711270b
Jordan,Amman,1440,10,Shawwal,,,,,,,,6013d0ad97d5baf4
Jordan,Amman,1440,11,Dhu al-Qadah,,,,,,,,e0d0807584512b22
Jordan,Amman,1440,12,Dhu al-Hijjah,,,,,,,,a9f3eefb65e523e9
Jordan,Amman,1441,1,Muharram,,,,,,,,90f46c1f712a70f9
Jordan,Amman,1441,2,Safar,,,,,,,,e688ab800db9c9ef
Jordan,Amman,1441,3,Rabi al-Awwal,,,,,,,,c795c7a8ae1ae1ee
Jordan,Amman,1441,4,Rabi al-Thani,,,,,,,,5ca6f6f75f669318
Jordan,Amman,1441,5,Jumada al-Ula,,,,,,,,1a8dffb6126d3487
Jordan,Amman,1441,6,Jumada al-Akhirah,,,,,,,,bfc6c363d65aa360
Jordan,Amman,1441,7,Rajab,,,,,,,,ad8fda08a363562b
Jordan,Amman,1441,8,Shaban,,,,,,,,78cbf2493da3163f
Jordan,Amman,1441,9,Ramadan,2020-04-24,2020,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,8a3135a273872f9f
Jordan,Amman,1441,10,Shawwal,2020-05-23,2020,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,7d4f659d0f8d7800
Jordan,Amman,1441,11,Dhu al-Qadah,,,,,,,,ae2c4d32a4dbc98d
Jordan,Amman,1441,12,Dhu al-Hijjah,2020-07-22,2020,,SightingConfirmed,https://www.moonsighting.com,0.9,moonsighting.com: Official Announcement,1ff994b4d59dfcce
Jordan,Amman,1442,1,Muharram,,,,,,,,c0b3239ceb61795f
Jordan,Amman,1442,2,Safar,,,,,,,,f5b73872ef287d42
Jordan,Amman,1442,3,Rabi al-Awwal,,,,,,,,619cc6df901ebcea
Jordan,Amman,1442,4,Rabi al-Thani,,,,,,,,c31a8cb3154fb2fb
Jordan,Amman,1442,5,Jumada al-Ula,,,,,,,,c353abf48115873e
Jordan,Amman,1442,6,Jumada al-Akhirah,,,,,,,,ed4682f76c49b10a
Jordan,Amman,1442,7,Rajab,,,,,,,,b26d43f8cac30eb5
Jordan,Amman,1442,8,Shaban,,,,,,,,5741d17433924412
Jordan,Amman,1442,9,Ramadan,2021-04-13,2021,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,f8bfce5b174ce459
Jordan,Amman,1442,10,Shawwal,2021-05-13,2021,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,0b8f19c734be4aa9
Jordan,Amman,1442,11,Dhu al-Qadah,,,,,,,,d83714d6c5efe862
Jordan,Amman,1442,12,Dhu al-Hijjah,2021-07-11,2021,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,08f4fe8a636aaf6f
Jordan,Amman,1443,1,Muharram,,,,,,,,879df2fb56915c47
Jordan,Amman,1443,2,Safar,,,,,,,,894e34476b0793f5
Jordan,Amman,1443,3,Rabi al-Awwal,,,,,,,,55de6ec135bcd566
Jordan,Amman,1443,4,Rabi al-Thani,,,,,,,,8a89689174d56ad0
Jordan,Amman,1443,5,Jumada al-Ula,,,,,,,,da124bc1f60f0fe2
Jordan,Amman,1443,6,Jumada al-Akhirah,,,,,,,,07079500a47c52b0
Jordan,Amman,1443,7,Rajab,,,,,,,,1e926732fbb2938b
Jordan,Amman,1443,8,Shaban,,,,,,,,be164d244f605de4
Jordan,Amman,1443,9,Ramadan,,,,,,,,ccb6552e34d4a458
Jordan,Amman,1443,10,Shawwal,2022-05-02,2022,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,dffc8588b193c7e5
Jordan,Amman,1443,11,Dhu al-Qadah,,,,,,,,a9027f17510fbd4b
Jordan,Amman,1443,12,Dhu al-Hijjah,2022-06-30,2022,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,06109bc630bf072a
Jordan,Amman,1444,1,Muharram,,,,,,,,1fcf29847e3abeca
Jordan,Amman,1444,2,Safar,,,,,,,,098e44b5f5642002
Jordan,Amman,1444,3,Rabi al-Awwal,,,,,,,,0cca1c7c5597c08f
Jordan,Amman,1444,4,Rabi al-Thani,,,,,,,,fddcdf096f6cf610
Jordan,Amman,1444,5,Jumada al-Ula,,,,,,,,0aef67886ad2f50f
Jordan,Amman,1444,6,Jumada al-Akhirah,,,,,,,,cd29f5353b950374
Jordan,Amman,1444,7,Rajab,,,,,,,,fae2d2dd11b88a3e
Jordan,Amman,1444,8,Shaban,,,,,,,,d07265d110462812
Jordan,Amman,1444,9,Ramadan,,,,,,,,688ac29ce00fc9fa
Jordan,Amman,1444,10,Shawwal,2023-04-21,2023,,SightingConfirmed,https://www.moonsighting.com,0.8,moonsighting.com: Sighting,d44b346e72fe9290
Jordan,Amman,1444,11,Dhu al-Qadah,,,,,,,,e64cc2fa8ab4feb6
Jordan,Amman,1444,12,Dhu al-Hijjah,,,,,,,,45ed716306023330
Jordan,Amman,1445,1,Muharram,,,,,,,,0590c4f696524698
Jordan,Amman,1445,2,Safar,,,,,,,,0ca27c5b16ce4856
Jordan,Amman,1445,3,Rabi al-Awwal,,,,,,,,45cb30b6c4c6d4df
Jordan,Amman,1445,4,Rabi al-Thani,,,,,,,,1d8db9be17decd3c
Jordan,Amman,1445,5,Jumada al-Ula,,,,,,,,442512d3971ac43e
Jordan,Amman,1445,6,Jumada al-Akhirah,,,,,,,,42a4dc9d5b0e8f5a
Jordan,Amman,1445,7,Rajab,,,,,,,,87580345b6f91e32
Jordan,Amman,1445,8,Shaban,,,,,,,,e8fa363bcedf6947
Jordan,Amman,1445,9,Ramadan,,,,,,,,f71840b1443ecf0f
Jordan,Amman,1445,10,Shawwal,,,,,,,,6f2214029bdf336c
Jordan,Amman,1445,11,Dhu al-Qadah,,,,,,,,0ef147dbfd45abe9
Jordan,Amman,1445,12,Dhu al-Hijjah,2024-06-08,2024,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,88a22e8a74cd1992
Jordan,Amman,1446,1,Muharram,,,,,,,,76ef882bab19bc6e
Jordan,Amman,1446,2,Safar,,,,,,,,efbe417f0e87a30c
Jordan,Amman,1446,3,Rabi al-Awwal,,,,,,,,544a89a9bf825bc2
Jordan,Amman,1446,4,Rabi al-Thani,,,,,,,,0a171d30ce9b8dee
Jordan,Amman,1446,5,Jumada al-Ula,,,,,,,,2ebd3c42e264e0bf
Jordan,Amman,1446,6,Jumada al-Akhirah,,,,,,,,180b81f0a8285c27
Jordan,Amman,1446,7,Rajab,,,,,,,,ddad972bd04d11a2
Jordan,Amman,1446,8,Shaban,,,,,,,,93d3fb23195dbc25
Jordan,Amman,1446,9,Ramadan,2025-03-02,2025,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,40f036b0a488b197
Jordan,Amman,1446,10,Shawwal,2025-03-31,2025,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,fa6c37d0a4484456
Jordan,Amman,1446,11,Dhu al-Qadah,,,,,,,,7e0524cd42788e36
Jordan,Amman,1446,12,Dhu al-Hijjah,2025-05-28,2025,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,2529a62b1ec2b37c
Jordan,Amman,1447,1,Muharram,,,,,,,,217fb57c211b3e12
Jordan,Amman,1447,2,Safar,,,,,,,,82b2d3347629f1fc
Jordan,Amman,1447,3,Rabi al-Awwal,,,,,,,,791be2ac9c5b52c4
Jordan,Amman,1447,4,Rabi al-Thani,,,,,,,,8760d1b33dddff3a
Jordan,Amman,1447,5,Jumada al-Ula,,,,,,,,a55f7f011e8f617d
Jordan,Amman,1447,6,Jumada al-Akhirah,,,,,,,,08ebe08628af627e
Jordan,Amman,1447,7,Rajab,,,,,,,,cc69b5b5d1fdb31d
Jordan,Amman,1447,8,Shaban,,,,,,,,b4b9633a116b9549
Jordan,Amman,1447,9,Ramadan,2026-02-19,2026,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,0cbfe08a6e8f716a
Jordan,Amman,1447,10,Shawwal,2026-03-21,2026,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,da6dcfb86c98b023
Jordan,Amman,1447,11,Dhu al-Qadah,,,,,,,,47b8831b3dda024b
Jordan,Amman,1447,12,Dhu al-Hijjah,2026-05-18,2026,,Derived_From_Official_Calendar,https://www.moonsighting.com,0.7,moonsighting.com: Follow Saudi,7553d1d1c7f12fda
Morocco,Rabat,1400,1,Muharram,,,,,,,,637c7b10e3292f1c
Morocco,Rabat,1400,2,Safar,,,,,,,,9753a1ff8c309071
Morocco,Rabat,1400,3,Rabi al-Awwal,,,,,,,,998cdf6b71877b58
Morocco,Rabat,1400,4,Rabi al-Thani,,,,,,,,fcd26c030613de31
Morocco,Rabat,1400,5,Jumada al-Ula,,,,,,,,6701a41c78b305e9
Morocco,Rabat,1400,6,Jumada al-Akhirah,,,,,,,,0e51c8594a25c7f7
Morocco,Rabat,1400,7,Rajab,,,,,,,,ee84a8364edb91ef
Morocco,Rabat,1400,8,Shaban,,,,,,,,3bc6a40589d5a0a8
Morocco,Rabat,1400,9,Ramadan,,,,,,,,48b071cd74c05e64
Morocco,Rabat,1400,10,Shawwal,,,,,,,,bb7d29868428f638
Morocco,Rabat,1400,11,Dhu al-Qadah,,,,,,,,641d87766bd0a517
Morocco,Rabat,1400,12,Dhu al-Hijjah,,,,,,,,8c49c8ecd7bf791d
Morocco,Rabat,1401,1,Muharram,,,,,,,,91ced0f24ecf164d
Morocco,Rabat,1401,2,Safar,,,,,,,,e66cd2952567276d
Morocco,Rabat,1401,3,Rabi al-Awwal,,,,,,,,6c9ff789604bc102
Morocco,Rabat,1401,4,Rabi al-Thani,,,,,,,,2e2f22bb69f1b4b4
Morocco,Rabat,1401,5,Jumada al-Ula,,,,,,,,1b7eb50a346a85c7
Morocco,Rabat,1401,6,Jumada al-Akhirah,,,,,,,,8e8e2a24a20edcff
Morocco,Rabat,1401,7,Rajab,,,,,,,,0d3f4dbf346070e2
Morocco,Rabat,1401,8,Shaban,,,,,,,,dbd4c7ad952c08a2
Morocco,Rabat,1401,9,Ramadan,,,,,,,,e7fef00489b9847c
Morocco,Rabat,1401,10,Shawwal,,,,,,,,48918d23e18df340
Morocco,Rabat,1401,11,Dhu al-Qadah,,,,,,,,6c9de208fa727572
Morocco,Rabat,1401,12,Dhu al-Hijjah,,,,,,,,fe4fcdeec2be32de
Morocco,Rabat,1402,1,Muharram,,,,,,,,047091f86558e106
Morocco,Rabat,1402,2,Safar,,,,,,,,4b0950e89bb8626d
Morocco,Rabat,1402,3,Rabi al-Awwal,,,,,,,,f3fb3879ed98ad12
Morocco,Rabat,1402,4,Rabi al-Thani,,,,,,,,f7b23afad529e6d5
Morocco,Rabat,1402,5,Jumada al-Ula,,,,,,,,6be9971c3c90f5c1
Morocco,Rabat,1402,6,Jumada al-Akhirah,,,,,,,,6fd2b8ef9dfee10e
Morocco,Rabat,1402,7,Rajab,,,,,,,,9ebd09928dd38ab4
Morocco,Rabat,1402,8,Shaban,,,,,,,,799e8bccb1dcf656
Morocco,Rabat,1402,9,Ramadan,,,,,,,,8d99014263daa1c7
Morocco,Rabat,1402,10,Shawwal,,,,,,,,fd418c68982f2397
Morocco,Rabat,1402,11,Dhu al-Qadah,,,,,,,,cf2bbb3d748785b7
Morocco,Rabat,1402,12,Dhu al-Hijjah,,,,,,,,d5799348184d6450
Morocco,Rabat,1403,1,Muharram,,,,,,,,8fb4c352a1ba7721
Morocco,Rabat,1403,2,Safar,,,,,,,,16cdccea695fd908
Morocco,Rabat,1403,3,Rabi al-Awwal,,,,,,,,a239f3ef344cf07d
Morocco,Rabat,1403,4,Rabi al-Thani,,,,,,,,0bc91640f8035e92
Morocco,Rabat,1403,5,Jumada al-Ula,,,,,,,,684ef5c8d9558bba
Morocco,Rabat,1403,6,Jumada al-Akhirah,,,,,,,,6c2ae39f956d8892
